geo_type,region,transportation_type,alternative_name,sub_region,country,date,relative_mobility
county,Charleston County,walking,NA,South Carolina,United States,2021-07-22,255.1
county,Charleston County,walking,NA,South Carolina,United States,2021-07-23,315.69
county,Charleston County,walking,NA,South Carolina,United States,2021-07-24,359.27
county,Charleston County,walking,NA,South Carolina,United States,2021-07-25,229.82
county,Charleston County,walking,NA,South Carolina,United States,2021-07-26,224.69
county,Charleston County,walking,NA,South Carolina,United States,2021-07-27,225.87
county,Charleston County,walking,NA,South Carolina,United States,2021-07-28,220.16
county,Charleston County,walking,NA,South Carolina,United States,2021-07-29,253
county,Charleston County,walking,NA,South Carolina,United States,2021-07-30,293.62
county,Charleston County,walking,NA,South Carolina,United States,2021-07-31,315.12
county,Charleston County,walking,NA,South Carolina,United States,2021-08-01,225.25
county,Charleston County,walking,NA,South Carolina,United States,2021-08-02,219.45
county,Charleston County,walking,NA,South Carolina,United States,2021-08-03,218.61
county,Charleston County,walking,NA,South Carolina,United States,2021-08-04,235.25
county,Charleston County,walking,NA,South Carolina,United States,2021-08-05,225.14
county,Charleston County,walking,NA,South Carolina,United States,2021-08-06,295.59
county,Charleston County,walking,NA,South Carolina,United States,2021-08-07,316.42
county,Charleston County,walking,NA,South Carolina,United States,2021-08-08,199.35
county,Charleston County,walking,NA,South Carolina,United States,2021-08-09,207
county,Charleston County,walking,NA,South Carolina,United States,2021-08-10,202.62
county,Charleston County,walking,NA,South Carolina,United States,2021-08-11,206.71
county,Charleston County,walking,NA,South Carolina,United States,2021-08-12,240.3
county,Charleston County,walking,NA,South Carolina,United States,2021-08-13,291.15
county,Charleston County,walking,NA,South Carolina,United States,2021-08-14,320.68
county,Charleston County,walking,NA,South Carolina,United States,2021-08-15,199.44
county,Charleston County,walking,NA,South Carolina,United States,2021-08-16,190.54
county,Charleston County,walking,NA,South Carolina,United States,2021-08-17,195.18
county,Charleston County,walking,NA,South Carolina,United States,2021-08-18,196.86
county,Charleston County,walking,NA,South Carolina,United States,2021-08-19,225.3
county,Charleston County,walking,NA,South Carolina,United States,2021-08-20,305.83
county,Charleston County,walking,NA,South Carolina,United States,2021-08-21,330.96
county,Charleston County,walking,NA,South Carolina,United States,2021-08-22,227.55
county,Charleston County,walking,NA,South Carolina,United States,2021-08-23,245.4
county,Charleston County,walking,NA,South Carolina,United States,2021-08-24,269.63
county,Charleston County,walking,NA,South Carolina,United States,2021-08-25,263.91
county,Charleston County,walking,NA,South Carolina,United States,2021-08-26,244.82
county,Charleston County,walking,NA,South Carolina,United States,2021-08-27,319.91
county,Charleston County,walking,NA,South Carolina,United States,2021-08-28,327.33
county,Charleston County,walking,NA,South Carolina,United States,2021-08-29,186.36
county,Charleston County,walking,NA,South Carolina,United States,2021-08-30,194.16
county,Charleston County,walking,NA,South Carolina,United States,2021-08-31,185.45
county,Charleston County,walking,NA,South Carolina,United States,2021-09-01,188.56
county,Charleston County,walking,NA,South Carolina,United States,2021-09-02,205.06
county,Charleston County,walking,NA,South Carolina,United States,2021-09-03,303.53
county,Charleston County,walking,NA,South Carolina,United States,2021-09-04,369.22
county,Charleston County,walking,NA,South Carolina,United States,2021-09-05,292.43
county,Charleston County,walking,NA,South Carolina,United States,2021-09-06,225.17
county,Charleston County,walking,NA,South Carolina,United States,2021-09-07,191.17
county,Charleston County,walking,NA,South Carolina,United States,2021-09-08,183.04
county,Charleston County,walking,NA,South Carolina,United States,2021-09-09,208.15
county,Charleston County,walking,NA,South Carolina,United States,2021-09-10,294.77
county,Charleston County,walking,NA,South Carolina,United States,2021-09-11,318.86
county,Charleston County,walking,NA,South Carolina,United States,2021-09-12,202.67
county,Charleston County,walking,NA,South Carolina,United States,2021-09-13,182.86
county,Charleston County,walking,NA,South Carolina,United States,2021-09-14,179.62
county,Charleston County,walking,NA,South Carolina,United States,2021-09-15,193.72
county,Charleston County,walking,NA,South Carolina,United States,2021-09-16,223.09
county,Charleston County,walking,NA,South Carolina,United States,2021-09-17,302.21
county,Charleston County,walking,NA,South Carolina,United States,2021-09-18,321.76
county,Charleston County,walking,NA,South Carolina,United States,2021-09-19,194.74
county,Charleston County,walking,NA,South Carolina,United States,2021-09-20,152.3
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-13,100
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-14,101.24
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-15,144.37
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-16,114.12
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-17,145.34
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-18,117.44
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-19,101.55
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-20,137.85
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-21,104.9
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-22,103.32
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-23,107.73
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-24,136.88
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-25,123.79
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-26,93.04
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-27,95.83
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-28,103.38
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-29,98.74
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-30,115.49
county,Cherokee County,driving,NA,South Carolina,United States,2020-01-31,128.41
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-01,126.76
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-02,87.53
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-03,110.82
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-04,103.19
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-05,97.31
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-06,99.65
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-07,135.41
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-08,108.97
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-09,107.88
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-10,102.86
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-11,107.09
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-12,111.15
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-13,127.86
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-14,175.83
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-15,140.51
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-16,111.82
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-17,135.76
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-18,106.26
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-19,126.94
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-20,99.52
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-21,150.53
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-22,134.87
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-23,108.74
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-24,104.97
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-25,112.57
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-26,121.4
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-27,138.5
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-28,171.24
county,Cherokee County,driving,NA,South Carolina,United States,2020-02-29,150.66
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-01,132.89
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-02,112.31
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-03,124.89
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-04,113.99
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-05,121.75
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-06,164.05
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-07,157.8
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-08,135.21
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-09,117.89
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-10,122.95
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-11,122.9
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-12,123.21
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-13,164.47
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-14,128.91
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-15,107.35
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-16,117.17
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-17,99.55
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-18,94.12
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-19,122.95
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-20,110.16
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-21,94.77
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-22,65.05
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-23,117.99
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-24,82.96
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-25,88.32
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-26,91.73
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-27,103.41
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-28,91.19
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-29,65.32
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-30,84.03
county,Cherokee County,driving,NA,South Carolina,United States,2020-03-31,72.05
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-01,80.78
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-02,86.73
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-03,89.11
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-04,72.83
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-05,60.45
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-06,75.56
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-07,73.88
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-08,73.4
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-09,84.17
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-10,81.01
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-11,68.71
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-12,49.12
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-13,79.76
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-14,89.32
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-15,92.91
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-16,93.42
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-17,103.1
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-18,92.68
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-19,65.58
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-20,85.94
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-21,96.73
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-22,96.23
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-23,86.45
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-24,109.12
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-25,87.84
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-26,83.27
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-27,96.55
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-28,106.56
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-29,95.09
county,Cherokee County,driving,NA,South Carolina,United States,2020-04-30,111.22
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-01,128.05
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-02,123.62
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-03,97.37
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-04,106.97
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-05,100.1
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-06,114.47
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-07,128.44
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-08,138.6
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-09,130.05
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-10,97.15
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-11,NA
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-12,NA
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-13,122.01
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-14,140.88
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-15,151.04
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-16,147.37
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-17,118.17
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-18,124.29
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-19,117.74
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-20,117.04
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-21,137.14
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-22,169.77
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-23,164.18
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-24,122.54
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-25,123.43
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-26,135.79
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-27,133.44
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-28,142.74
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-29,165.23
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-30,161.75
county,Cherokee County,driving,NA,South Carolina,United States,2020-05-31,125.84
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-01,136.01
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-02,151.86
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-03,135
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-04,145.24
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-05,164.91
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-06,153.22
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-07,132.01
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-08,150.41
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-09,145.35
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-10,138.83
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-11,154.49
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-12,181.18
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-13,167.7
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-14,140.02
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-15,152.48
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-16,134.48
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-17,143.6
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-18,173.68
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-19,176.83
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-20,198.57
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-21,169.16
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-22,150.09
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-23,145.47
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-24,146.16
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-25,159.09
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-26,176.45
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-27,182.9
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-28,152.63
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-29,154.82
county,Cherokee County,driving,NA,South Carolina,United States,2020-06-30,158.78
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-01,161.36
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-02,180.52
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-03,202.56
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-04,159.37
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-05,148.36
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-06,156.27
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-07,145.43
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-08,147.59
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-09,159.03
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-10,211.02
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-11,178.37
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-12,144.02
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-13,148.04
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-14,141.95
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-15,153.46
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-16,169.19
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-17,191.82
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-18,175.55
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-19,149.69
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-20,156.27
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-21,149.47
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-22,150.86
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-23,166.97
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-24,196.21
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-25,185.44
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-26,151.8
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-27,161.9
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-28,157.85
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-29,145.28
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-30,168.65
county,Cherokee County,driving,NA,South Carolina,United States,2020-07-31,204.88
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-01,190.21
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-02,183.48
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-03,161.47
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-04,166.3
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-05,166.18
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-06,168.05
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-07,190.89
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-08,187.07
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-09,192.08
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-10,162.31
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-11,162.93
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-12,184.87
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-13,164.85
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-14,203.22
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-15,193.7
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-16,172.16
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-17,156.14
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-18,156.68
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-19,151.23
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-20,174.32
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-21,188.29
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-22,176.22
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-23,146.64
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-24,150.25
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-25,145.02
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-26,159.06
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-27,151.91
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-28,176.85
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-29,174.67
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-30,153.35
county,Cherokee County,driving,NA,South Carolina,United States,2020-08-31,138.99
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-01,146.33
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-02,155.31
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-03,170.34
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-04,224.13
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-05,185.19
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-06,151.37
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-07,189.4
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-08,147.49
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-09,146.38
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-10,156.23
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-11,195.57
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-12,182.97
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-13,149.52
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-14,139.92
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-15,146.73
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-16,142.97
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-17,147.09
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-18,220.32
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-19,181.47
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-20,143
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-21,148.01
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-22,138.26
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-23,168.68
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-24,144.26
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-25,185.18
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-26,191.23
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-27,148.98
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-28,140.02
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-29,123.84
county,Cherokee County,driving,NA,South Carolina,United States,2020-09-30,142.11
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-01,159.16
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-02,200.13
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-03,186.71
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-04,153.16
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-05,142.21
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-06,143.36
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-07,148.68
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-08,151.62
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-09,195.85
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-10,157.94
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-11,125.86
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-12,171.27
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-13,142.06
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-14,153.19
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-15,154.59
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-16,194.1
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-17,179.07
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-18,160.68
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-19,169.83
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-20,153.07
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-21,150.64
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-22,170.86
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-23,213.84
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-24,192.81
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-25,127.51
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-26,145.85
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-27,143
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-28,219.29
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-29,149.9
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-30,206.72
county,Cherokee County,driving,NA,South Carolina,United States,2020-10-31,171.41
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-01,127.05
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-02,140.18
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-03,139.36
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-04,138.02
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-05,145.66
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-06,175.68
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-07,164.09
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-08,125.77
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-09,131.12
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-10,124.03
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-11,141.16
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-12,165.36
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-13,184.1
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-14,162.39
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-15,197.47
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-16,160.33
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-17,148.51
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-18,140.63
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-19,158.9
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-20,266.47
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-21,167.29
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-22,150.61
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-23,140.66
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-24,185.74
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-25,178.63
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-26,104.74
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-27,157.92
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-28,178.43
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-29,214.94
county,Cherokee County,driving,NA,South Carolina,United States,2020-11-30,135.82
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-01,133.97
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-02,134.98
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-03,137.55
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-04,152.59
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-05,154.37
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-06,113.04
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-07,125.39
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-08,169.34
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-09,128.59
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-10,169.86
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-11,160.49
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-12,153.46
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-13,127.61
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-14,134.83
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-15,134.54
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-16,200.15
county,Cherokee County,driving,NA,South Carolina,United States,2020-12-17,149.97
